4G bands,,Features,Talk time_1,Technology,Stand-by,Camera,Brand,Battery (old),CPU,_4,Music play,Type,Colors,Dual or Triple,3G bands,_6,Announced,_7,Positioning,Model Image,Dual,Call records,Single_1,Clock,OS,3.5mm jack,Triple,Protection,Phonebook,Internal,USB,Talk time,Model Name,_3,Card slot,Display,Single,SAR EU,Dimensions,5G bands,Charging,Build,NFC,Java,GPRS,Video,Performance,Features_1,Loudspeaker_1,GPU,_5,Resolution,_10,_1,Radio,Infrared port,2G bands,Price,_2,_8,Status,Video_1,Size,Audio quality,Speed,Loudspeaker,Quad,Browser,_9,Models,Chipset,Bluetooth,Type_1,Weight,SIM,Games,Languages,Stand-by_1,EDGE,Sensors,WLAN,Keyboard,Messaging,Alert types,Alarm,SAR
LTE,eMMC 5.0,"Laser AF, Dual-LED dual-tone flash, panorama, HDR",,GSM / LTE,Up to 500 h (3G),,LG,,Quad-core 2.7 GHz Krait 450,,,True HD-IPS + LCD,"Silk White, Shine Gold, Metallic Black, Wine, Moon Violet",,TD-SCDMA,,"2014, January. Released 2014, July",,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-g3-1.jpg,,,2.1 MP,,"Android 4.4.2 (KitKat), upgradable to 5.0.1 (Lollipop)",Yes,,Corning Gorilla Glass 3,,32GB 3GB RAM,"microUSB 2.0 (SlimPort), OTG",Up to 20 h (3G),LG G3 LTE-A,,microSDXC (dedicated slot),,"13 MP, 1/3.0"", PDAF, OIS",,146.3 x 74.6 x 9.1 mm (5.76 x 2.94 x 0.36 in),,Wireless (Qi),,Yes,,Yes,"4K@30fps, 1080p@30fps, HDR, stereo sound rec.",,,,Adreno 420,,"1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",,DMB TV,No,Yes,GSM 850 / 900 / 1800 / 1900,About 330 EUR,,,Discontinued,1080p@30fps,"5.5 inches, 83.4 cm2(~76.4% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",Yes,,,,"F460, F460L, F400L, F460K, F400S, F460S",Qualcomm APQ8084 Snapdragon 805 (28 nm),Yes,"Li-Ion 3000 mAh, removable",154 g (5.43 oz),Micro-SIM,,,,Yes,"Accelerometer, gyro, proximity, compass","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot",,,,,
,eMMC 4.5,"LED flash, HDR",,GSM / HSPA,,,LG,,Quad-core 1.2 GHz Cortex-A7,,,IPS LCD,"Metallic Black, Silk White",,HSDPA 900 / 2100,,"2014, July. Released 2014, August",,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-g3-s.jpg,,,1.3 MP,,Android 4.4.2 (KitKat),Yes,,,,8GB 1GB RAM,microUSB 2.0,,LG G3 S Dual,,microSDXC (dedicated slot),,"8 MP, AF",,137.7 x 69.6 x 10.3 mm (5.42 x 2.74 x 0.41 in),,,,No,,,1080p@30fps,,,,Adreno 305,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,FM radio,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,About 210 EUR,,,Discontinued,,"5.0 inches, 68.9 cm2(~71.9% screen-to-body ratio)",,HSPA,Yes,,,,D,Qualcomm Snapdragon 400 (28 nm),"4.0, A2DP, LE, aptX","Li-Ion 2540 mAh, removable",-,"Dual SIM (Micro-SIM, dual stand-by)",,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",,,,,
"3, 7, 20 - D722",HSDPA 850 / 900 / 2100 - D722K (India),"Laser AF, LED flash, HDR",,GSM / HSPA / LTE,Up to 700 h (2G) / Up to 750 h (3G),,LG,,Quad-core 1.2 GHz Cortex-A7,,,IPS LCD,"Metallic Black, Silk White, Shine Gold",,"HSDPA 850 / 900 / 1900 / 2100 - D722, D722K (HK)",,"2014, July. Released 2014, August",,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-g3-beat.jpg,,,1.3 MP,,"Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop)",Yes,,Corning Gorilla Glass 3,,8GB 1GB RAM,microUSB 2.0,Up to 16 h (2G) / Up to 15 h (3G),LG G3 S,eMMC 4.5,microSDXC (dedicated slot),,8 MP,0.55 W/kg (head)     0.43 W/kg (body),137.7 x 69.6 x 10.3 mm (5.42 x 2.74 x 0.41 in),,,,Yes,,,1080p@30fps,,,,Adreno 305,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"1, 3, 7, 8, 20 - D722 (Italy)","FM radio, RDS",Yes,GSM 850 / 900 / 1800 / 1900,About 190 EUR,LTE 700 / 900 / 1800 / 2100 / 2600 MHz / 2300 - D722K (HK),,Discontinued,,"5.0 inches, 68.9 cm2(~71.9% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,,,,"D722, D724, F470K",Qualcomm MSM8926 Snapdragon 400 (28 nm),"4.0, A2DP, LE, aptX","Li-Ion 2540 mAh, removable",134 g (4.73 oz),Micro-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot",,,,,0.53 W/kg (head)     0.73 W/kg (body)
,eMMC 4.5,"LED flash, panorama",,GSM / HSPA,Up to 460 h (2G) / Up to 460 h (3G),,LG,,Dual-core 1.2 GHz Cortex-A7,,,IPS LCD,"White, Black",,HSDPA 900 / 2100,,"2014, June. Released 2014, June",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-l65.jpg,,,VGA,,"Android 4.4.2 (KitKat), LG UI 3",Yes,,,,4GB 1GB RAM,microUSB 2.0,Up to 6 h (2G) / Up to 7 h (3G),LG L65 D280,,microSDHC (dedicated slot),,"5 MP, AF",0.70 W/kg (head),127.2 x 66.8 x 9.5 mm (5.01 x 2.63 x 0.37 in),,,,No,,,480p,,,,Adreno 302,,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",,,FM radio,,GSM 850 / 900 / 1800 / 1900,About 190 EUR,,,Discontinued,,"4.3 inches, 52.6 cm2(~61.9% screen-to-body ratio)",,HSPA 21.1/5.76 Mbps,Yes,,,,D280,Qualcomm MSM8210 Snapdragon 200 (28 nm),"4.0, A2DP","Li-Ion 2100 mAh, removable",127 g (4.48 oz),Mini-SIM,,,,,"Accelerometer, proximity","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",,,,,0.57 W/kg (head)     1.12 W/kg (body)
"4, 13 - VS985",CDMA 800 / 1900 - VS985,"Laser AF, Dual-LED dual-tone flash, panorama, HDR",,GSM / CDMA / HSPA / EVDO / LTE,Up to 415 h (3G),,LG,,Quad-core 2.5 GHz Krait 400,,,True HD-IPS + LCD,"Metallic Black, Silk White (Verizon), Shine Gold (Sprint)",,CDMA2000 1xEV-DO - VS985,,"2014, July. Released 2014, July",,GPS/ S-GPS (VS985),https://fdn2.gsmarena.com/vv/bigpic/lg-g3-cdma.jpg,,,2.1 MP,,"Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow)",Yes,,Corning Gorilla Glass 3,,32GB 3GB RAM,"microUSB 2.0 (SlimPort), OTG",Up to 18 h 40 min (3G),LG G3 (CDMA),eMMC 5.0,microSDXC (dedicated slot),,"13 MP, 1/3.0"", PDAF, OIS",,146.3 x 74.7 x 8.9 mm (5.76 x 2.94 x 0.35 in),,,,Yes,,,"4K@30fps, 1080p@30fps, HDR, stereo sound rec.",,,,Adreno 330,,"1440 x 2560 pixels, 16:9 ratio (~538 ppi density)",,HSDPA 850 / 1900 / 2100 - LS990,FM radio (LS990 model),Yes,"GSM 850 / 900 / 1800 / 1900 - VS985, LS990",About 300 EUR,"25, 26, 41 - LS990",,Discontinued,1080p@30fps,"5.5 inches, 82.2 cm2(~75.2% screen-to-body ratio)",,"HSPA, LTE Cat4 150/50 Mbps (LS990)LTE Cat4, EV-DO Rev.A 3.1 Mbps (VS985)",Yes,,,,,Qualcomm MSM8975AC Snapdragon 801 (28 nm),"4.0, A2DP, LE, aptX","Li-Ion 3000 mAh, removable",149.7 g (5.29 oz),Micro-SIM,,,,,"Accelerometer, gyro, proximity, compass","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot",,,,,
"2, 4, 7, 17 - D851",HSDPA 850 / 1900 / 2100 - D850,"Laser AF, Dual-LED dual-tone flash, panorama, HDR",,GSM / HSPA / LTE,Up to 565 h (2G) / Up to 553 h (3G),Photo/Video,LG,Endurance rating 63h,Quad-core 2.5 GHz Krait 400,"1, 2, 3, 4, 5, 7, 17, 29 - D850",,True HD-IPS + LCD,"Metallic Black, Silk White, Shine Gold, Moon Violet, Burgundy Red, Blue Steel",,HSDPA 850 / 900 / 1900 / 2100 - D855,eMMC 5.0,"2014, May. Released 2014, June",24-bit/192kHz audio,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-g3-1.jpg,,,"2.1 MP, f/2.0",,"Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow)",Yes,,Corning Gorilla Glass 3,,"16GB 2GB RAM, 32GB 3GB RAM","microUSB 2.0 (SlimPort), OTG",Up to 19 h (2G) / Up to 21 h (3G),LG G3,LTE 700 / 800 / 900 / 1800 / 2100 / 2300 / 2600 - D855,microSDXC (dedicated slot),"Contrast ratio: 789:1 (nominal), 1.820 (sunlight)","13 MP, f/2.4, 29mm (standard), 1/3.1"", 1.12µm, PDAF, OIS",0.23 W/kg (head),146.3 x 74.6 x 8.9 mm (5.76 x 2.94 x 0.35 in),,Wireless (Qi) (optional),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Yes,,,"4K@30fps, 1080p@30fps, HDR, stereo sound rec.",Basemark OS II 2.0: 1327Basemark X: 11552,,Voice 70dB / Noise 66dB / Ring 80dB,Adreno 330,LTE 700 / 850 / 1900 / 1700 / 2600 - D852LTE 700 / 1800 / 2100 / 2600 / TD2300 - Virgin Mobile,"1440 x 2560 pixels, 16:9 ratio (~538 ppi density)",,HSDPA 850 / 1700 / 1900 / 2100 - D851,"Stereo FM radio, RDS - D855 model only",Yes,GSM 850 / 900 / 1800 / 1900 - all versions,About 300 EUR,HSDPA 850 / 1900 / 2100 - D852,,Discontinued,1080p@30fps,"5.5 inches, 82.2 cm2(~75.3% screen-to-body ratio)",Noise -99.4dB / Crosstalk -100.0dB,"HSPA 42.2/21.1 Mbps, LTE Cat4 150/50 Mbps",Yes,,,,"D855, D850, D851, VS985 4G, D852, LGLS990, F400K",Qualcomm MSM8974AC Snapdragon 801 (28 nm),"4.0, A2DP, LE, aptX","Li-Ion 3000 mAh, removable",149 g (5.26 oz),Micro-SIM,,,,,"Accelerometer, gyro, proximity, compass","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot",,,,,0.39 W/kg (head)     0.48 W/kg (body)
,"Secondary external monochrome display, 64 x 96 pixels, 1 inch",,,GSM / HSPA,Up to 350 h,,LG,,,,,"TFT, 256K colors",Black,,HSDPA 1900,,"2014, Q4. Released 2014, Q4",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-450.jpg,,Yes,,,,Yes,,,Yes,256MB 128MB RAM,microUSB,Up to 3 h 20 min,LG 450,,No,,1.3 MP,,98 x 51.1 x 18.5 mm (3.86 x 2.01 x 0.73 in),,,,No,Yes,,144p,,,,,,176 x 220 pixels (~128 ppi density),,No,No,,GSM 850 / 900 / 1800 / 1900,About 60 EUR,MP3/WMA/AAC+/MP4 playerOraganizerPhoto viewerPredictive text inputVoice commands,,Discontinued,,"2.2 inches, 15.2 cm2(~30.4% screen-to-body ratio)",,HSPA,Yes,,,,B450,,"2.1, A2DP","Li-Ion 950 mAh, removable",102.9 g (3.63 oz),Mini-SIM,No,,,,,No,,"SMS, MMS",,,
,eMMC 4.5,,,GSM / HSPA,Up to 350 h (3G),,LG,,Dual-core 1.2 GHz Cortex-A7,,,IPS LCD,"White, Black",,HSDPA 900 / 2100,,"2014, May. Released 2014, June",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-l35.jpg,,,,,Android OS,Yes,,,,4GB 512MB RAM,microUSB,Up to 5 h (3G),LG L35,,microSDHC (dedicated slot),,3.15 MP,,109.4 x 59 x 11.9 mm (4.31 x 2.32 x 0.47 in),,,,No,,,480p,,,,Adreno 302,,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,No,FM radio,,GSM 850 / 900 / 1800 / 1900,,,,Discontinued,,"3.2 inches, 30.5 cm2(~47.2% screen-to-body ratio)",,HSPA 14.4/5.76 Mbps,Yes,,,,,Qualcomm MSM8210 Snapdragon 200 (28 nm),"4.0, A2DP","Li-Ion 1540 mAh, removable",107 g (3.77 oz),Mini-SIM,,,,,Accelerometer,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",,,,,
"25, 26, 41",eMMC 4.5,"LED flash, panorama, HDR",,CDMA / LTE,,,LG,,Quad-core 1.2 GHz Cortex-A7,,,IPS LCD,"Blue (Boost Mobile), White (Virgin Mobile)",,,,"2014, May. Released 2014, May",,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-volt-ls740.jpg,,,1.3 MP,,Android 4.4.2 (KitKat),Yes,,Corning Gorilla Glass 2,,8GB 1GB RAM,microUSB 2.0,Up to 24 h (3G),LG Volt,,microSDXC (dedicated slot),,"8 MP, AF",,131.6 x 66 x 10.4 mm (5.18 x 2.60 x 0.41 in),,,,Yes,,No,1080p@30fps,,,,Adreno 305,,"540 x 960 pixels, 16:9 ratio (~234 ppi density)",,,"FM radio, RDS",Yes,CDMA 800 / 1900,About 130 EUR,,,Discontinued,,"4.7 inches, 60.9 cm2(~70.1% screen-to-body ratio)",,"CDMA, LTE",Yes,,,,LGLS740,Qualcomm MSM8926 Snapdragon 400 (28 nm),"4.0, A2DP","Li-Ion 3000 mAh, removable",136.1 g (4.80 oz),Micro-SIM,,,,No,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",,,,,
"4, 13",,Panorama,,LTE,Up to 792 h (3G),,LG,,Quad-core 1.2 GHz,,,IPS LCD,Black,,N/A,,"2014, July. Released 2014, July",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-101-2014.jpg,,,1.3 MP,,Android 5.0.2 (Lollipop),Yes,,,,16GB 1GB RAM,"microUSB 2.0, OTG",Up to 28 h (3G),LG G Pad 10.1 LTE,,microSDXC (dedicated slot),,"5 MP, AF",,260.9 x 165.9 x 8.9 mm (10.27 x 6.53 x 0.35 in),,,,Yes,,No,1080p@30fps,,,,,,"1280 x 800 pixels, 16:10 ratio (~149 ppi density)",,,No,Yes,N/A,About 270 EUR,,,Discontinued,720p,"10.1 inches, 295.8 cm2(~68.3% screen-to-body ratio)",,LTE,"Yes, dual mono speakers",,,,,,"4.0, A2DP","Li-Ion 8000 mAh, non-removable",535.8 g (1.18 lb),Micro-SIM,,,,No,"Accelerometer, compass","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot",,,,,1.48 W/kg (body)
,eMMC 4.5,Panorama,,No cellular connectivity,,Photo/Video,LG,,Quad-core 1.2 GHz Cortex-A7,,,IPS LCD,"Black, red",,,,"2014, May. Released 2014, July",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-101-2014.jpg,,,1.3 MP,,"Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Yes,,,,16GB 1GB RAM,"microUSB 2.0, OTG",,LG G Pad 10.1,,microSDXC (dedicated slot),Contrast ratio: 759 (nominal),"5 MP, AF",,260.9 x 165.9 x 8.9 mm (10.27 x 6.53 x 0.35 in),,,,Yes,,No,1080p@30fps,Basemark X: 807,,Voice 71dB / Noise 73dB / Ring 77dB,Adreno 305,,"1280 x 800 pixels, 16:10 ratio (~149 ppi density)",,,No,Yes,N/A,About 260 EUR,,,Discontinued,720p,"10.1 inches, 295.8 cm2(~68.3% screen-to-body ratio)",Noise -91.1dB / Crosstalk -93.7dB,,"Yes, dual mono speakers",,,,,Qualcomm MSM8226 Snapdragon 400 (28 nm),"4.0, A2DP","Li-Ion 8000 mAh, non-removable",523 g (1.16 lb),No,,,,No,"Accelerometer, compass","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA",,,,,
,eMMC 4.5,Panorama,,No cellular connectivity,,,LG,,Quad-core 1.2 GHz Cortex-A7,,,IPS LCD,"Black, White, Luminous Orange, Luminous Blue",,,,"2014, May. Released 2014, July",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-80-2014.jpg,,,1.3 MP,,"Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Yes,,,,16GB 1GB RAM,microUSB 2.0,,LG G Pad 8.0,,microSDXC (dedicated slot),,"5 MP, AF",,210.8 x 124.2 x 9.9 mm (8.30 x 4.89 x 0.39 in),,,,No,,No,1080p@30fps,,,,Adreno 305,,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,,No,Yes,N/A,About 220 EUR,,,Discontinued,720p,"8.0 inches, 185.6 cm2(~70.9% screen-to-body ratio)",,,Yes,,,,V480,Qualcomm MSM8226 Snapdragon 400 (28 nm),"4.0, A2DP","Li-Ion 4200 mAh, non-removable",342 g (12.06 oz),No,,,,No,"Accelerometer, compass","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA",,,,,
,eMMC 4.5,,,No cellular connectivity,,Video,LG,,Quad-core 1.2 GHz Cortex-A7,,,IPS LCD,"Black, White, Luminous Orange, Luminous Blue",,,,"2014, May. Released 2014, July",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-70-2014.jpg,,,1.3 MP,,"Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Yes,,,,8GB 1GB RAM,"microUSB 2.0, OTG",,LG G Pad 7.0,,microSDXC (dedicated slot),Contrast ratio: 898 (nominal),3.15 MP,,189.3 x 113.8 x 10.1 mm (7.45 x 4.48 x 0.40 in),,,,No,,No,720p,Basemark X: 822,,Voice 68dB / Noise 66dB / Ring 74dB,Adreno 305,,"800 x 1280 pixels, 16:10 ratio (~216 ppi density)",,,No,Yes,N/A,About 160 EUR,,,Discontinued,720p,"7.0 inches, 142.1 cm2(~66.0% screen-to-body ratio)",Noise -93.0dB / Crosstalk -92.8dB,,Yes,,,,,Qualcomm MSM8226 Snapdragon 400 (28 nm),"4.0, A2DP","Li-Ion 4000 mAh, non-removable",293 g (10.34 oz),No,,,,No,"Accelerometer, compass","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA",,,,,
,HSDPA 850 / 2100 - D373,"LED flash, panorama",,GSM / HSPA,Up to 520 h (3G),,LG,,Dual-core 1.2 GHz,,,IPS LCD,"White, Black",,HSDPA 850 / 900 / 2100,,"2014, Q2. Released 2014, Q2",,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-l80.jpg,,,1.3 MP,,Android 4.4.2 (KitKat),Yes,,,,8GB 1GB RAM,microUSB 2.0,Up to 6 h 30 min (3G),LG L80,,microSDHC (dedicated slot),,"8 MP, AF",0.29 W/kg (head),138.2 x 74.3 x 9.7 mm (5.44 x 2.93 x 0.38 in),,,,No,,,480p@30fps,,,,,,"480 x 800 pixels, 5:3 ratio (~187 ppi density)",,,FM radio,,GSM 850 / 900 / 1800 / 1900,About 150 EUR,,,Discontinued,,"5.0 inches, 71.2 cm2(~69.3% screen-to-body ratio)",,HSPA 21.1/5.76 Mbps,Yes,,,,,,"4.0, A2DP, aptX","Li-Ion 2540 mAh, removable",138 g (4.87 oz),Micro-SIM,,,,,"Accelerometer, proximity","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",,,,,
,eMMC 4.5,"LED flash, panorama",,GSM / HSPA,,,LG,,Dual-core 1.2 GHz Cortex-A7,,,IPS LCD,"White, Black",,HSDPA 900 / 2100,,"2014, April. Released 2014, May",,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-l80-dual.jpg,,,VGA,,Android 4.4.2 (KitKat),Yes,,,,4GB 1GB RAM,microUSB 2.0,,LG L80 Dual,,microSDHC (dedicated slot),,"5 MP, AF",,138.2 x 74.3 x 9.7 mm (5.44 x 2.93 x 0.38 in),,,,No,,,480p@30fps,,,,Adreno 302,,"480 x 800 pixels, 5:3 ratio (~187 ppi density)",,,FM radio,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,About 120 EUR,,,Discontinued,,"5.0 inches, 71.2 cm2(~69.3% screen-to-body ratio)",,HSPA 21.1/5.76 Mbps,Yes,,,,,Qualcomm MSM8210 Snapdragon 200 (28 nm),"4.0, A2DP, aptX","Li-Ion 2540 mAh, removable",-,"Dual SIM (Mini-SIM, dual stand-by)",,,,,"Accelerometer, proximity","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",,,,,
"4, 13",,"LED flash, panorama, HDR",,CDMA / EVDO / LTE,Up to 360 h,,LG,,Quad-core 1.2 GHz,,,IPS LCD,Black,,CDMA2000 1xEV-DO,,"2014, April. Released 2014, April",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-lucid-3.jpg,,,VGA,,Android 4.4.2 (KitKat),Yes,,Corning Gorilla Glass 3,,8GB 1GB RAM,microUSB 2.0,Up to 12 h 30 min,LG Lucid 3 VS876,,microSDXC (dedicated slot),,"5 MP, AF",,131.6 x 66 x 9.9 mm (5.18 x 2.60 x 0.39 in),,,,Yes,,,1080p@30fps,,,,,,"540 x 960 pixels, 16:9 ratio (~234 ppi density)",,,No,,CDMA 800 / 1900,About 220 EUR,,,Discontinued,,"4.7 inches, 60.9 cm2(~70.1% screen-to-body ratio)",,"EV-DO Rev.A 3.1 Mbps, LTE",Yes,,,,,,"4.0, A2DP, EDR, LE","Li-Ion 2440 mAh, removable",123.9 g (4.37 oz),Micro-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot, DLNA",,,,,0.78 W/kg (head)     1.09 W/kg (body)
,eMMC 4.5,"LED flash, panorama",,GSM / HSPA,,,LG,,Dual-core 1.2 GHz Cortex-A7,,,IPS LCD,"White, Black",,HSDPA 900 / 2100,,"2014, April. Released 2014, May",,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-l65-d285-1.jpg,,,VGA,,"Android 4.4.2 (KitKat), LG UI 3",Yes,,,,4GB 1GB RAM,microUSB 2.0,,LG L65 Dual D285,,microSDHC (dedicated slot),,"5 MP, AF",0.42 W/kg (head)     0.35 W/kg (body),127.2 x 66.8 x 9.6 mm (5.01 x 2.63 x 0.38 in),,,,No,,,Yes,,,,Adreno 302,,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",,,FM radio,,GSM 900 / 1800 - SIM 1 & SIM 2,About 150 EUR,,,Discontinued,,"4.3 inches, 52.6 cm2(~61.9% screen-to-body ratio)",,HSPA 21.1/5.76 Mbps,Yes,,,,,Qualcomm MSM8210 Snapdragon 200 (28 nm),"4.0, A2DP","Li-Ion 2100 mAh, removable",126 g (4.44 oz),"Dual SIM (Mini-SIM, dual stand-by)",,,,,"Accelerometer, proximity","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",,,,,
"4, 13",,"Panorama, HDR",,LTE,Up to 624 h (3G),,LG,,Quad-core 1.5 GHz Krait 300,,,IPS LCD,Black,,,,"2014, March. Released 2014, March",,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-83-lte-v.jpg,,,1.3 MP,,"Android 4.2.2 (Jelly Bean), upgradable to 5.0 (Lollipop)",Yes,,Corning Gorilla Glass 2,,16GB 2GB RAM,microUSB 2.0 (SlimPort),Up to 18 h (3G),LG G Pad 8.3 LTE,,microSDXC (dedicated slot),,"5 MP, AF",,216.9 x 126.5 x 8.9 mm (8.54 x 4.98 x 0.35 in),,,,No,,No,1080p@30fps,,,,Adreno 320,,"1200 x 1920 pixels, 16:10 ratio (~273 ppi density)",,,No,Yes,GSM - N/A,About 220 EUR,,,Discontinued,720p,"8.3 inches, 199.8 cm2(~72.8% screen-to-body ratio)",,LTE,"Yes, with stereo speakers",,,,,Qualcomm APQ8064 Pro Snapdragon 600,"4.0, A2DP","Li-Po 4600 mAh, non-removable",339.9 g (11.99 oz),Micro-SIM,,,,No,"Accelerometer, gyro, compass","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA",,,,,1.06 W/kg (body)
"3, 7, 20",eMMC 4.5,"LED flash, panorama",,GSM / HSPA / LTE,,,LG,,Quad-core 1.2 GHz Cortex-A7,,,IPS LCD,"White, Black",,HSDPA 900 / 2100,,"2014, February. Released 2014, May",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-f70.jpg,,,VGA,,Android 4.4.2 (KitKat),Yes,,,,"4GB 1GB RAM, 8GB 1GB RAM",microUSB 2.0,,LG F70 D315,,microSDHC (dedicated slot),,"5 MP, AF",0.51 W/kg (head)     0.58 W/kg (body),127.2 x 66.4 x 10 mm (5.01 x 2.61 x 0.39 in),,,,Yes (LTE model only),,,1080p@30fps,,,,Adreno 305,,"480 x 800 pixels, 5:3 ratio (~207 ppi density)",,,FM radio,,GSM 850 / 900 / 1800 / 1900,About 200 EUR,,,Discontinued,,"4.5 inches, 57.6 cm2(~68.2% screen-to-body ratio)",,"HSPA, LTE",Yes,,,,,Qualcomm MSM8926 Snapdragon 400 (28 nm),"4.0, A2DP","Li-Ion 2440 mAh, removable",129.6 g (4.59 oz),Micro-SIM,,,,,"Accelerometer, proximity","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",,,,,0.36 W/kg (head)     0.73 W/kg (body)
LTE,,"LED flash, panorama, HDR",,GSM / HSPA / LTE,,,LG,,Quad-core 1.7 GHz Cotex-A9,,,IPS LCD,"Titan Black, Lunar White, Red, Gold",,HSDPA,,"2014, February. Released 2014, May",,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-g2-mini-ofic1.jpg,,,1.3 MP,,"Android 4.4.2 (KitKat), LG Optimus UI",Yes,,Corning Gorilla Glass 2,,8GB 1GB RAM,microUSB 2.0,,LG G2 mini LTE (Tegra),,microSDHC (dedicated slot),,"13 MP, AF",,129.6 x 66 x 9.8 mm (5.10 x 2.60 x 0.39 in),,,,Yes,,Class 12,1080p@30fps,,,,ULP GeForce (60 cores),,"540 x 960 pixels, 16:9 ratio (~234 ppi density)",,,"FM radio, RDS",Yes,GSM 850 / 900 / 1800 / 1900,About 240 EUR,,,Discontinued,720p,"4.7 inches, 60.9 cm2(~71.2% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",Yes,,,,,Nvidia Tegra 4i,"4.0, A2DP, LE","Li-Ion 2440 mAh, removable",121 g (4.27 oz),Micro-SIM,,,,Class 12,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",,,,,
