Unnamed: 0,128GB 4GB RAM,1TB 12GB RAM,1TB 16GB RAM,1TB 24GB RAM,256GB 12GB RAM,256GB 4GB RAM,256GB 8GB RAM,2G bands,3.5mm jack,3G bands,4G bands,512GB 12GB RAM,512GB 16GB RAM,5G bands,Announced,Audio quality,Battery (new),Battery (old),Bluetooth,Brand,Browser,Build,CPU,Call records,Camera,Card slot,Charging,Chipset,Colors,Dimensions,Display,Dual,EDGE,Features,GPRS,GPU,Games,Infrared port,Internal,Java,Keyboard,Loudspeaker,Messaging,Model Image,Model Name,Models,Music play,NFC,OS,Performance,Phonebook,Positioning,Price,Protection,Quad,Radio,Resolution,SAR,SAR EU,SIM,Sensors,Single,Size,Speed,Stand-by,Status,Talk time,Technology,Triple,Type,USB,Video,WLAN,Weight,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc
,,,,,,,,GSM 850 / 1900,Yes,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 12, 41, 66, 71",,,,"2021, January",,,,"4.2, A2DP",ZTE,,,Quad-core 1.3 GHz Cortex-A53,,,microSDHC (dedicated slot),,Qualcomm QM215 Snapdragon 215 (28 nm),Black,109.2 x 55.9 x 19.5 mm (4.30 x 2.20 x 0.77 in),,,,,,Adreno 308,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-cymbalu.jpg,ZTE Cymbal U,,,No,Proprietary,,,GPS,About 70 EUR,,,FM Radio,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,Nano-SIM,,2 MP,"2.8 inches, 24.3 cm2(~39.8% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",,"Available. Released 2021, January",,GSM / HSPA / LTE,,"Li-Ion 1600 mAh, removable",microUSB 2.0,720p@30fps,"Wi-Fi 802.11 b/g/n, hotspot",-,,,,,,,,,,,,,
UFS 2.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,,"1, 3, 28, 41, 78, 79 SA/NSA","2020, October 22",,,,"5.0, A2DP, LE",ZTE,,,Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),,,microSDXC,18W wired,Mediatek Dimensity 800 (7 nm),Aurora Glamour,162.7 x 76.3 x 8.8 mm (6.41 x 3.00 x 0.35 in),,,,HDR,,Mali-G57MP4,,,128GB 6GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-20-pro-5g.jpg,ZTE Blade V2020 5G,,,No,"Android 10, MiFavor 10.1",,,GPS,About 180 EUR,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 120˚ (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",No,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity","16 MP, f/2.0, (wide)","6.53 inches, 104.7 cm2(~84.3% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2020, October 22",,GSM / CDMA / HSPA / LTE / 5G,,Li-Ion 4000 mAh,"USB Type-C 2.0, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",184 g (6.49 oz),,,,,,,,,,,,,
No,,,,,,,,,No,,,,,,"2020, November 27",,,,4.2,ZTE,,"Plastic back, plastic frame",,,,No,,,Black,40.6 x 34.6 x 10.8 mm (1.60 x 1.36 x 0.43 in),,,No,,No,,,,,,,No,,https://fdn2.gsmarena.com/vv/bigpic/zte-watch.jpg,ZTE Watch Live,ES43C,,No,Proprietary OS,,,No,About 30 EUR,,,No,240 x 240 pixels (~261 ppi density),,,No,"Accelerometer, heart rate, SpO2",,1.3 inches,No,,"Available. Released 2020, December 03",,No cellular connectivity,,Li-Ion,No,,No,35.7 g (1.27 oz),,,,,,,,,,,,,
eMMC 5.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 28",,,,"2020, November 03",,,,"4.2, A2DP",ZTE,,,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),,,microSDXC,,Unisoc SC9863A (28 nm),"Black, Blue",164.7 x 77.4 x 8.2 mm (6.48 x 3.05 x 0.32 in),,,,"LED flash, HDR, panorama",,IMG8322,,,64GB 3GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a7s-2020-optus-x-pro-telstra-evoke-plus-2.jpg,ZTE Blade A7s 2020,A7020,,Yes,Android 10,,,GPS,About 120 EUR,,,FM radio,"720 x 1560 pixels, 19.5:9 ratio (~264 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity",8 MP,"6.5 inches, 103.7 cm2(~81.4% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"Available. Released 2020, November 03",,GSM / HSPA / LTE,"16 MP, (wide), AF8 MP, f/2.2, 120˚, 16mm (ultrawide)2 MP, f/2.4, (depth)",Li-Ion 4000 mAh,Yes,1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",182 g (6.42 oz),,,,,,,,,,,,,
CDMA 800 & TD-SCDMA,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,"1, 3, 28, 41, 78 SA/NSA","2020, November 05",,,,"5.1, A2DP, LE",ZTE,,,Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),,,microSDXC,,Mediatek Dimensity 720 (7 nm),"Gray, Blue",165.9 x 75.8 x 8.9 mm (6.53 x 2.98 x 0.35 in),,,,HDR,,Mali-G57 MC3,,,128GB 6GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-20-5g-r1.jpg,ZTE Blade 20 5G,,,No,"Android 10, MiFavor 10.5",,,GPS,About 220 EUR,,,FM radio,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",8 MP,"6.52 inches, 102.6 cm2(~81.6% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2021, February 20",,GSM / CDMA / HSPA / LTE / 5G,"16 MP, f/1.8, (wide), 1/3.06"", 1.0µm, PDAF8 MP, f/2.2, 120˚ (ultrawide)2 MP, f/2.4, (depth)",Li-Ion 4000 mAh,"USB Type-C 2.0, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",188 g (6.63 oz),,,,,,,,,,,,,
eMMC 5.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 2100,"2, 4, 5, 12, 13",,,,"2020, October 30",,,,"4.2, A2DP",ZTE,,,Quad-core 2.0 GHz Cortex-A53,,,microSDXC,,Mediatek MT6761 Helio A22 (12 nm),Purple,146 x 71 x 9.7 mm (5.75 x 2.80 x 0.38 in),,,,"Dual-LED flash, HDR",,PowerVR GE8320,,,32GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a3y.jpg,ZTE Blade A3Y,,,No,Android 10,,,GPS,About 50 EUR,,,No,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity, gyro",5 MP,"5.5 inches, 78.1 cm2(~75.3% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2020, October 30",,GSM / HSPA / LTE,,"Li-Ion 2660 mAh, removable",USB Type-C 2.0,720p@30fps,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct",162 g (5.71 oz),,,,,,,,,,,,,
eMMC 5.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38 - International",,,,"2020, July 16",,,,"4.2, A2DP",ZTE,,,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),,,microSDXC,,Unisoc SC9863A (28 nm),"Black, Blue, Green",156.7 x 72.6 x 8 mm (6.17 x 2.86 x 0.31 in),,"13 MP, f/2.0, (wide), AF2 MP, f/2.4, (depth)",,"LED flash, HDR",,IMG8322,,,"32GB 2GB RAM, 64GB 2GB RAM",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a5-2020.jpg,ZTE Blade A5 2020,,,No,Android 9.0/ Android 10 (Go edition),,,GPS,About 120 EUR,,,Unspecified,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",,0.48 W/kg (head),Nano-SIM + Nano-SIM,"Accelerometer, proximity","8 MP, f/2.4","6.09 inches, 91.0 cm2(~80.0% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"Available. Released 2020, July 16",,GSM / HSPA / LTE,,Li-Ion 3200 mAh,microUSB 2.0,1080p@30fps,Wi-Fi 802.11 b/g/n,155 g (5.47 oz),,,,,,,,,,,,,
24-bit/192kHz Hi-Res audio,,,,,,,,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,,"1, 3, 28, 41, 78, 79 SA/NSA","2020, December 03",,,,"5.1, A2DP, LE",ZTE,,"Glass front, eco leather back, plastic frame",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,microSDXC (uses shared SIM slot),"30W wired, QC4, 60% in 30 min",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Sunrise Yellow,172.1 x 77.9 x 8 mm (6.78 x 3.07 x 0.31 in),,,,HDR,,Adreno 620,,,256GB 12GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-20-5g-extreme-.jpg,ZTE Axon 20 5G Extreme,A2121,,Yes,"Android 10, MiFavor 10.5",,,"GPS, GLONASS, GALILEO, BDS",About 440 EUR,,"64 MP, f/1.8, 25mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.2, 120˚, 16mm (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",No,1080 x 2460 pixels (~388 ppi density),,,Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","32 MP, f/2.0, (wide), under display","6.92 inches, 113.7 cm2(~84.8% screen-to-body ratio)","HSPA, LTE (CA), 5G",,"Available. Released 2020, December 22",,GSM / CDMA / HSPA / LTE / 5G,,Li-Ion 4220 mAh,"USB Type-C 3.1, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",198 g (6.98 oz),,,,,,,,,,,,,
24-bit/192kHz Hi-Res audio,,,,,,,,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 40, 41 - Europe",,,78 SA/NSA - Europe,"2020, September 01",,,Endurance rating 82h,"5.1, A2DP, LE",ZTE,,"Glass front, glass back or eco leather back, plastic frame",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,Photo/Video,microSDXC (uses shared SIM slot),"30W wired, QC4, 60% in 30 min",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),"Black, Gold, Blue, Purple, Sunrise Yellow",172.1 x 77.9 x 8 mm (6.78 x 3.07 x 0.31 in),406 nits max brightness (measured),,,HDR,,Adreno 620,,,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,,-27.3 LUFS (Good),,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-20-5g.jpg,ZTE Axon 20 5G,"A2121, A2121E, A2121G",,Yes,"Android 10, MiFavor 10.5",AnTuTu: 320399 (v8)GeekBench: 1957 (v5.1)GFXBench: 18fps (ES 3.1 onscreen),,"GPS, GLONASS, GALILEO, BDS",About 720 EUR,,"64 MP, f/1.8, 25mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.2, 120˚, 16mm (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",No,1080 x 2460 pixels (~400 ppi density),,,Nano-SIMNano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","32 MP, f/2.0, (wide), under display","6.92 inches, 107.0 cm2(~79.8% screen-to-body ratio)","HSPA, LTE (CA), 5G",,"Available. Released 2020, September 10",,GSM / CDMA / HSPA / LTE / 5G,,Li-Ion 4220 mAh,"USB Type-C 3.1, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",198 g (6.98 oz),,,,,,,,,,,,,
24-bit/192kHz Hi-Res audio,,,,,,,,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1900 / 2100,LTE,,,,"2020, November 17",,,,"5.1, A2DP, LE",ZTE,,"Glass front, glass back, aluminum frame",Octa-core (2x2.0 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),,,microSDXC,,Unisoc UMS512T / Tiger T618 (12 nm),Black,172.1 x 77.9 x 8 mm (6.78 x 3.07 x 0.31 in),,,,HDR,,Mali G52 MP2,,,128GB 6GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-20-5g.jpg,ZTE Axon 20 4G,,,Yes,"Android 10, MiFavor 10.5",,,"GPS, GLONASS, GALILEO, BDS",About 370 EUR,,"64 MP, f/1.8, 25mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.2, 120˚, 16mm (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",Unspecified,1080 x 2460 pixels (~388 ppi density),,,Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","32 MP, f/2.0, (wide), under display","6.92 inches, 113.7 cm2(~84.8% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2020, December 04",,GSM / HSPA / LTE,,Li-Ion 4220 mAh,"USB Type-C 3.1, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",198 g (6.98 oz),,,,,,,,,,,,,
eMMC 5.1,,,,,,,,GSM 850 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"2, 4, 5, 12, 13, 25, 26, 41",,,,"2020, August",,,,"4.2, A2DP",ZTE,,,Quad-core 1.5 GHz Cortex-A53,,,microSDHC (dedicated slot),,Mediatek MT6739 (28 nm),Black,137 x 68 x 10.6 mm (5.39 x 2.68 x 0.42 in),,,,,,PowerVR GE8100,,,16GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-quest5.jpg,ZTE Quest 5,,,No,Android 10 (Go Edition),,,GPS,About 80 EUR,,,No,"480 x 960 pixels, 18:9 ratio (~215 ppi density)",,,Nano-SIM,"Accelerometer, proximity",2 MP,"5.0 inches, 64.5 cm2(~69.3% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",,"Available. Released 2020, August",,GSM / CDMA / HSPA / LTE,,"Li-Ion 2000 mAh, removable",microUSB 2.0,,Wi-Fi 802.11 b/g/n,143 g (5.04 oz),,,,,,,,,,,,,
eMMC 5.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"2, 4, 5, 12, 13",,,,"2020, August",,,,"4.2, A2DP",ZTE,,"Glass front, plastic frame, plastic back",Quad-core 2.0 GHz Cortex-A53,,,microSDXC,,Mediatek MT6761 Helio A22 (12 nm),Black,147 x 71 x 9.7 mm (5.79 x 2.80 x 0.38 in),,,,Dual-LED flash,,PowerVR GE8320,,,32GB 2GB RAM,,,"Yes, with dual speakers",,https://fdn2.gsmarena.com/vv/bigpic/zte-gabbz2.jpg,ZTE Gabb Z2,,,No,Android 10,,,GPS,About 140 EUR,,,FM radio,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,,Nano-SIM,"Fingerprint (rear-mounted), accelerometer",5 MP,"5.45 inches, 76.7 cm2(~73.4% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",,"Available. Released 2020, August",,GSM / HSPA / LTE,,"Li-Ion 2650 mAh, removable",USB Type-C 2.0,720p@30fps,"Wi-Fi 802.11 b/g/n/ac, Wi-Fi Direct",162 g (5.71 oz),,,,,,,,,,,,,
MP3 playerPhoto/video viewerVoice dial/commands,,,,,,,,GSM 1800,No,HSDPA 2100,"1, 3, 38, 39, 40, 41",,,,"2020, July 28",,,,"5.0, A2DP, LE",ZTE,,"Plastic front (display), stainless steel 316L & aluminum alloy frame",Quad-core 1.1 GHz Cortex-A7,,,No,,Qualcomm MSM8909W Snapdragon Wear 2100,"Black, Red, Green",125 x 41.5 x 14.2 mm (4.92 x 1.63 x 0.56 in),,,,,,Adreno 304,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-watch.jpg,ZTE nubia Watch,,,No,Proprietary OS,,,GPS,About 220 EUR,Corning Gorilla Glass,,No,192 x 960 pixels (~244 ppi density),,,eSIM,"Accelerometer, gyro, heart rate, compass",,4.01 inches,"HSPA, LTE",,"Available. Released 2020, August 05",,GSM / HSPA / LTE,,Li-Ion 420 mAh,No,,Wi-Fi 802.11 b/g/n,98 g (3.46 oz),,,,,,,,,,,,,
32-bit/384kHz Hi-Res audio,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41",,,"41, 78, 79 SA/NSA","2020, July 28",,,Endurance rating 83h,"5.1, A2DP, aptX, LE",ZTE,,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame",Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),,Photo/Video,No,"55W wired, 56% in 15 min, 100% in 40 min",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),"Silver, Pulse",168.6 x 78 x 9.8 mm (6.64 x 3.07 x 0.39 in),459 nits max brightness (measured),,,HDR,,Adreno 650,,,"128GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM",,,-22.6 LUFS (Excellent),,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-red-magic-5s.jpg,ZTE nubia Red Magic 5S,,,Yes,"Android 10, Redmagic 3.0","AnTuTu: 557056 (v8)GeekBench: 13400 (v4.4), 3386 (v5.1)GFXBench: 46fps (ES 3.1 onscreen)",,"GPS (L1+L5), GLONASS, BDS, GALILEO",About 540 EUR,Corning Gorilla Glass,,No,"1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","8 MP, f/2.0, (wide), 1.12µm","6.65 inches, 108.6 cm2(~82.5% screen-to-body ratio)","HSPA, LTE, 5G 7.5 Gbps DL",,"Available. Released 2020, August 01",,GSM / CDMA / HSPA / EVDO / LTE / 5G,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.0, 120˚, 13mm (ultrawide), 1.12µm2 MP, (macro)",Li-Po 4500 mAh,"USB Type-C 3.0, OTG, accessory connector",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",220 g (7.76 oz),,,,,,,,,,,,,
eMMC 5.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 12, 41, 66, 71",,,,"2020, June 24",,,,"4.2, A2DP",ZTE,,,Quad-core 1.8 GHz Cortex-A53,,,microSDXC,,Mediatek MT6761D Helio A20 (12 nm),Black,147 x 71 x 9.6 mm (5.79 x 2.80 x 0.38 in),,,,LED flash,,PowerVR GE8320,,,32GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-avid5791.jpg,ZTE Avid 579,,,No,Android 10,,,GPS,About 20 EUR,,,FM Radio,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,,Nano-SIM,"Accelerometer, proximity",2 MP,"5.45 inches, 5.45, 76.7 cm2(~73.4% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2020, June 24",,GSM / HSPA / LTE,,"Li-Ion 2660 mAh, removable",microUSB,,Wi-Fi 802.11 b/g/n,160 g (5.64 oz),,,,,,,,,,,,,
24-bit/192kHz Hi-Res audio,,,,,,,,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,LTE,,,SA/NSA,"2020, June 19",,,,"5.0, A2DP, LE",ZTE,,,Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,No,18W wired,Qualcomm SM7250 Snapdragon 765G 5G (7 nm),"Black, Blue",171.7 x 78.5 x 9.1 mm (6.76 x 3.09 x 0.36 in),,,,HDR,,Adreno 620,,,256GB 8GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-play.jpg,ZTE nubia Red Magic 5G Lite,NX651J,,Yes,"Android 10, nubia UI 8.0",,,"GPS (L1+L5), GLONASS, BDS",About 600 EUR,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",No,"1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","12 MP, (wide)","6.65 inches, 108.6 cm2(~80.5% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2020, June 19",,GSM / HSPA / LTE / 5G,,Li-Ion 5100 mAh,"USB Type-C 2.0, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",215 g (7.58 oz),,,,,,,,,,,,,
UFS 2.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,,"1, 3, 28, 41, 78, 79 SA/NSA","2020, June 01",,,,"5.0, A2DP, LE",ZTE,,,Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),,,microSDXC,"18W wired, 50% in 30 min",Mediatek Dimensity 800 (7 nm),"Aurora Glamour, Aurora Glacier",162.7 x 76.3 x 8.8 mm (6.41 x 3.00 x 0.35 in),,,,HDR,,Mali-G57MP4,,,128GB 6GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-11-se-5g1.jpg,ZTE Axon 11 SE 5G,,,No,"Android 10, MiFavor 10.1",,,GPS,About 250 EUR,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 120˚ (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",No,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity","16 MP, f/2.0, (wide)","6.53 inches, 104.7 cm2(~84.3% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2020, June 22",,GSM / CDMA / HSPA / LTE / 5G,,Li-Ion 4000 mAh,"USB Type-C 2.0, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",184 g (6.49 oz),,,,,,,,,,,,,
eMMC 5.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 12, 41, 66, 71",,,,"2020, June",,,,"4.2, A2DP",ZTE,,,Quad-core 1.8 GHz Cortex-A53,,,microSDXC,,Mediatek MT6761D Helio A20 (12 nm),Black,142.2 x 63.2 x 7.9 mm (5.60 x 2.49 x 0.31 in),,,,,,PowerVR GE8320,,,32GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-a3-joy.jpg,ZTE Blade A3 Joy,Z5156CC,,No,Android 10,,,GPS,About 50 EUR,,,No,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,,Nano-SIM,"Accelerometer, proximity",2 MP,"5.5 inches, 78.1 cm2(~86.9% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2020, June",,GSM / HSPA / LTE,,"Li-Ion 2650 mAh, removable",microUSB 2.0,,Wi-Fi 802.11 b/g/n,162 g (5.71 oz),,,,,,,,,,,,,
eMMC 5.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"2, 4, 5, 12, 13",,,,"2020, June",,,,"4.2, A2DP, LE",ZTE,,,Quad-core 2.0 GHz Cortex-A53,,,microSDXC,,Mediatek MT6761 Helio A22 (12 nm),Black,146 x 71 x 9.7 mm (5.75 x 2.80 x 0.38 in),,,,Dual-LED flash,,PowerVR GE8320,,,32GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-a3-prime.jpg,ZTE Blade A3 Prime,Z5157V,,No,Android 10,,,GPS,About 50 EUR,,,No,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,,Nano-SIM,"Fingerprint (rear-mounted), accelerometer","5 MP, f/2.4, 1.12µm","5.45 inches, 76.7 cm2(~73.9% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2020, June",,GSM / HSPA / LTE,,"Li-Ion 2660 mAh, removable",USB Type-C 2.0,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",163 g (5.75 oz),,,,,,,,,,,,,
